RT Treatment Days,RT Dose (Gy),anti-PD-1 Treatment Days,anti-PD-1 Dose (mg),anti-CTLA-4 Treatment Days,anti-CTLA-4 Dose (mg),Mean TCP,Mean Time to reach Minimum Tumour Cell Count,List of TCPs,List of Times to Reach Minimum Tumour Cell Count
[30],[15.44206112],[18],0.6,[22],0.2,0.012010117952467415,27.6761,"[1.42013796e-097 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.47875218e-003 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.02083844e-319 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.18506486e-027 0.00000000e+000 3.67879441e-001 0.00000000e+000
 0.00000000e+000 2.24441452e-158 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 5.64568707e-128
 0.00000000e+000 3.74855397e-163 1.00000000e+000 4.64245566e-091
 0.00000000e+000 0.00000000e+000 0.00000000e+000 7.12457641e-218
 4.21733314e-223 5.38018616e-032 0.00000000e+000 0.00000000e+000
 0.00000000e+000 8.76537922e-257 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.55967162e-143 0.00000000e+000 2.65039655e-261 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.51976599e-145 0.00000000e+000 2.47875218e-003 2.40697655e-069
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 4.73344273e-061
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.26032941e-006
 7.21605893e-006 1.15482242e-017 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 5.81404049e-062
 0.00000000e+000 0.00000000e+000 3.01440879e-040 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 6.47023493e-026 0.00000000e+000
 0.00000000e+000 0.00000000e+000 3.67879441e-001 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.00765522e-119 0.00000000e+000
 1.21181048e-113 0.00000000e+000 0.00000000e+000 0.00000000e+000
 5.24288566e-022 3.22134029e-027 3.32392124e-303 5.03457536e-045
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 6.47023493e-026 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.47875218e-003
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 7.07045056e-099 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.20624253e-129 0.00000000e+000 3.55451371e-028 1.18088550e-103
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.36853947e-044 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.47875218e-003
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 8.62271527e-071 0.00000000e+000 6.21315959e-049 0.00000000e+000
 0.00000000e+000 0.00000000e+000 2.08949512e-307 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 3.35462628e-004
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.52385140e-279
 0.00000000e+000 0.00000000e+000 8.31528719e-007 0.00000000e+000
 0.00000000e+000 3.48110684e-057 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.00000000e+000 1.64000715e-114
 1.21678075e-308 1.85685983e-154 1.83907609e-197 0.00000000e+000
 0.00000000e+000 0.00000000e+000 2.88443179e-139 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 7.39169574e-002 1.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.70786399e-091
 5.60279644e-009 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 5.94525703e-148 4.76403211e-101 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.93666066e-217 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 3.41823876e-166
 0.00000000e+000 2.38026641e-026 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.84558491e-121 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.85971327e-240 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 3.11703028e-169 0.00000000e+000 1.15396460e-119
 0.00000000e+000 2.14614913e-259 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.01122149e-043 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.20535535e-216 0.00000000e+000 0.00000000e+000 3.34279552e-080
 0.00000000e+000 0.00000000e+000 1.17672087e-179 8.93260718e-088
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.75188645e-021
 0.00000000e+000 3.17688157e-299 0.00000000e+000 3.18017147e-276
 0.00000000e+000 4.97870684e-002 8.85477188e-070 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 5.85854824e-181
 0.00000000e+000 1.13797987e-050 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.13286316e-088 0.00000000e+000 0.00000000e+000
 3.96668920e-300 0.00000000e+000 2.01679182e-194 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 2.15055550e-074 0.00000000e+000 2.16773039e-281
 4.40853133e-071 0.00000000e+000 8.53304763e-017 5.74952226e-019
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 5.74952226e-019 0.00000000e+000
 0.00000000e+000 1.00000000e+000 0.00000000e+000 2.52952862e-266
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.36099844e-080 3.53262857e-024 1.51762682e-084 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.96532399e-184 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.55737037e-094 0.00000000e+000 0.00000000e+000 3.87399763e-021
 2.34562713e-216 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 3.36838535e-199 0.00000000e+000 0.00000000e+000
 5.52108228e-042 4.94365196e-154 0.00000000e+000 9.95849250e-181
 1.35335283e-001 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.60107340e-099
 0.00000000e+000 2.54366565e-013 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.96733135e-132 1.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.64581143e-038 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.08891181e-149 0.00000000e+000 1.80485139e-035 4.73815217e-293
 1.47478176e-051 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.36946704e-255 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 8.19401262e-040 1.77697524e-044 0.00000000e+000 1.26641655e-014
 0.00000000e+000 3.43033653e-090 0.00000000e+000 9.09104805e-113
 1.17229784e-096 0.00000000e+000 0.00000000e+000 0.00000000e+000]","[31.95  0.    0.   41.45 42.65  0.    0.   30.05 30.1  30.   30.   30.
 30.    0.   30.   30.   30.   30.   30.    0.   30.   30.   52.45 30.
 30.   30.   30.    0.   52.5  40.5  30.   30.   30.   30.   30.   30.
 30.    0.   30.   30.   30.1  30.   58.7  30.    0.   30.4  30.   54.5
 30.    0.   30.   31.3  30.   30.25 50.4  30.1  30.   30.   55.85 30.15
 30.   33.5  44.1   0.   53.85 30.   30.   51.45  0.   30.   52.15  0.
 30.3   0.   30.05 37.45  0.   30.    0.   52.65 53.45  0.   30.   30.
 30.15 30.   33.2  30.4  30.   30.   30.    0.   30.   58.25  0.   30.
 30.   30.   30.   38.2  30.   31.2  30.    0.   30.   30.    0.   31.75
 30.    0.   58.9  30.   30.    0.   52.9  30.   30.   30.   30.    0.
  0.    0.   30.15 54.15 30.   30.   58.65 30.    0.   30.   30.    0.
  0.    0.   35.65  0.   30.   30.   30.   30.   30.   30.   48.25 30.
 31.65 56.45 30.   30.   33.2  41.2  30.   30.15 30.   30.   30.    0.
 45.35 30.45  0.   30.   30.   30.   53.6  30.    0.    0.   30.   38.05
  0.   30.    0.    0.   30.   30.   30.    0.   30.05  0.   30.   30.
 30.   30.   30.   30.5  30.   30.1  30.   30.    0.   30.   30.   30.
  0.   41.65  0.    0.   30.   30.   53.7  30.    0.    0.   40.4  31.45
 33.1  30.   30.   54.6  30.   30.   31.15 30.   30.   53.85 30.   40.1
 30.    0.   30.   30.05  0.   51.6  30.   30.   30.   40.45 30.   30.1
  0.    0.   54.05 30.   30.   30.05 30.   30.   30.    0.   48.75 51.7
 30.15 30.   57.25 53.3   0.   30.15 30.05 54.05  0.    0.   30.   53.2
 30.   44.75 30.    0.   30.   52.8  54.55 30.05 34.9   0.    0.   30.
  0.    0.   30.   30.   30.   54.1  30.   48.05 30.   30.   30.    0.
 30.6  30.25  0.   54.5  30.   30.   30.   30.   36.9  30.   45.75 30.
  0.    0.   30.   30.55 30.   43.2   0.    0.   50.4  30.   30.   44.8
 30.   30.   41.6  30.   49.   30.    0.   30.   30.   30.   30.   30.
 30.05 30.   30.   51.8   0.   53.7   0.   30.    0.   30.   30.    0.
 30.   30.   54.55 53.85 52.5  30.    0.   30.   30.05 30.   53.9  30.
 30.    0.   30.   31.1  30.    0.   30.05 30.   30.   58.7  52.75 30.
 52.45 30.    0.   30.   30.   52.85 30.25 30.   30.    0.   40.4  30.15
 30.   30.05 30.   30.   53.45 30.    0.   30.   30.   30.   30.25  0.
 30.   30.   30.   30.    0.   30.    0.   30.   55.65  0.   37.45 38.65
 30.   30.   30.   30.   53.45 30.   30.4  30.   39.2  43.75  0.   30.
 30.   30.   30.   52.2  30.   54.95 30.15  0.   30.   30.   30.   30.
  0.   54.35 54.25 45.8  30.    0.   30.   30.   30.   30.   30.65 58.7
 30.   30.05 30.    0.   30.05 30.   30.   58.35 30.    0.   30.   30.
 30.   30.05 30.   30.   30.05 30.3  45.6  30.   54.05 53.   30.    0.
 30.   30.    0.   40.2  45.4  31.    0.   30.   30.   30.   30.   30.
 30.6  46.35 30.   30.1  30.    0.   30.   30.   30.   30.05 30.    0.
 30.   30.    0.   30.   30.45 30.   54.95 30.   30.    0.   30.   30.
  0.    0.   30.    0.   30.   30.    0.   30.   30.15 30.   54.05 37.9
  0.   46.3  30.   30.   30.   30.05  0.    0.  ]"
[30],[15.44206112],[18],0.6,[23],0.2,0.008878605652210339,26.9391,"[7.09248450e-119 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.53999298e-005 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.08063928e-030 0.00000000e+000 1.00000000e+000 0.00000000e+000
 0.00000000e+000 7.23002290e-185 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 7.33703005e-152
 0.00000000e+000 3.00788034e-197 1.83156389e-002 5.91927395e-110
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.57295447e-258
 2.41684882e-264 3.09335001e-050 0.00000000e+000 0.00000000e+000
 0.00000000e+000 4.68310964e-307 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.37517014e-169 0.00000000e+000 1.01178814e-314 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.20308591e-177 0.00000000e+000 6.73794700e-003 1.66427989e-081
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 4.40853133e-071
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.08935167e-008
 1.67017008e-005 1.56288219e-018 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 4.02006022e-074
 0.00000000e+000 0.00000000e+000 3.30570063e-037 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 4.78089288e-025 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.83156389e-002 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.79848622e-111 0.00000000e+000
 7.44562094e-119 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.65888615e-015 2.74878501e-043 0.00000000e+000 9.46262947e-057
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.46248623e-031 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.47875218e-003
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.00377787e-116 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.35010084e-157 0.00000000e+000 7.87878466e-033 1.84386275e-130
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 6.71418429e-079 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.23409804e-004
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.79331577e-084 0.00000000e+000 4.29602713e-061 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 6.73794700e-003
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 5.10908903e-012 0.00000000e+000
 0.00000000e+000 4.96936931e-072 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 8.31528719e-007 3.38030668e-123
 0.00000000e+000 1.79907062e-181 4.31364738e-256 0.00000000e+000
 0.00000000e+000 0.00000000e+000 3.38011195e-167 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.00000000e+000 1.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 3.29404242e-113
 5.60279644e-009 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.19865896e-179 2.49772757e-122 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 2.80090916e-205 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 2.21168078e-191
 0.00000000e+000 2.74878501e-043 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 5.42137266e-151 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.14089183e-288 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 6.42467826e-178 0.00000000e+000 8.39606911e-146
 0.00000000e+000 2.17173828e-300 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.28569368e-049 0.00000000e+000 0.00000000e+000 0.00000000e+000
 5.83788690e-257 0.00000000e+000 0.00000000e+000 2.85242334e-096
 0.00000000e+000 0.00000000e+000 8.57695968e-208 4.39627755e-107
 0.00000000e+000 0.00000000e+000 0.00000000e+000 9.60268005e-024
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.83156389e-002 1.27762958e-081 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 7.78844451e-220
 0.00000000e+000 1.00510381e-058 0.00000000e+000 0.00000000e+000
 0.00000000e+000 7.52283918e-106 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 5.13620991e-245 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 9.48485531e-092 0.00000000e+000 0.00000000e+000
 2.07693220e-128 0.00000000e+000 2.86251858e-020 2.86251858e-020
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 1.05306174e-020 0.00000000e+000
 0.00000000e+000 3.67879441e-001 0.00000000e+000 4.90884390e-306
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 8.80998518e-095 1.64581143e-038 1.75258947e-101 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 8.01765451e-225 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.79848622e-111 0.00000000e+000 0.00000000e+000 3.13913279e-017
 3.58692168e-262 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 6.16561750e-241 0.00000000e+000 0.00000000e+000
 1.13797987e-050 4.63545630e-188 0.00000000e+000 2.64077896e-232
 3.35462628e-004 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.43607403e-140
 0.00000000e+000 2.31952283e-016 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.46129938e-155 1.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 1.36853947e-044 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.45218892e-183 0.00000000e+000 1.44115655e-064 0.00000000e+000
 1.40671870e-059 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 4.78357190e-296 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.28569368e-049 2.08428284e-052 0.00000000e+000 5.24288566e-022
 0.00000000e+000 3.46883002e-133 0.00000000e+000 2.56313796e-132
 5.05946758e-113 0.00000000e+000 0.00000000e+000 0.00000000e+000]","[30.    0.    0.   41.45 30.1   0.    0.   30.   30.05 30.   30.   30.
 30.    0.   30.   30.   30.   30.   30.    0.   30.   30.   52.45 30.
 30.   30.   30.    0.   52.45 40.45 30.   30.   30.   30.   30.   30.
  0.    0.   30.   30.   30.4  30.   42.   30.    0.   30.2  30.   54.5
 30.    0.   30.   30.45 30.   30.   45.95 30.   30.   30.   56.05 30.
 30.1  30.05 51.8   0.   53.85 30.   30.   51.4   0.   30.   52.1   0.
 30.    0.   30.05 37.45  0.   30.    0.   52.6  53.45  0.   30.   30.
 30.   30.   35.8  31.85 30.   30.   30.    0.   30.   46.25  0.   30.3
 30.   30.   30.   30.   30.15 33.8  30.    0.   30.   30.    0.   30.05
 30.    0.   41.4  30.   30.    0.   52.9  30.   30.05 30.   30.    0.
  0.    0.   33.15 54.1   0.   30.   48.55 30.    0.   30.   30.    0.
  0.    0.   39.6   0.   30.   30.   30.   30.   30.   30.   58.8  30.
 36.65 53.95 30.   30.   55.   36.2  30.   30.05 30.   30.   30.    0.
 45.3  30.2   0.   30.   30.   30.   53.6  30.    0.    0.   30.   54.
  0.   30.    0.    0.   30.   30.   30.    0.   30.05  0.   30.   30.
 30.   30.   30.   30.    0.   30.   30.   30.    0.   30.   30.   30.
  0.   36.6   0.    0.   30.   30.   53.7  30.    0.    0.   40.35 30.65
 30.   30.   30.   54.6  30.   30.   30.1   0.   30.   53.85 30.   40.05
 30.    0.   30.   45.9   0.    0.   30.   30.   30.   40.4   0.   30.
  0.    0.   53.9  30.   30.   30.   30.   30.   30.    0.   30.05 58.65
 30.25 30.   44.5  53.25  0.   30.05 30.   54.05  0.    0.   30.   53.2
 43.   44.2  30.    0.   30.   52.8  49.35 30.15 48.25  0.    0.   30.
  0.    0.   30.   30.   30.   54.1  30.   39.15 30.   30.   30.    0.
 30.1  30.6   0.   54.5  30.   30.   30.   30.   36.85 30.   55.9  30.
  0.    0.   30.   31.8  30.   51.05  0.    0.   50.4  30.   30.   53.85
 30.   30.   41.6  30.   38.9  30.    0.   30.   30.   30.   30.   30.
 30.45 30.   30.2  51.8   0.   52.35  0.   30.    0.   34.5  30.    0.
 30.   30.   54.55 53.85 52.45 30.    0.   30.   30.3  30.   53.9   0.
 30.15  0.   30.   30.1  30.    0.   30.   30.   30.   59.05 52.75 32.45
  0.   30.05  0.   30.   30.   58.4  30.   30.   30.    0.   40.35 30.
 30.   30.   30.   30.15 53.45 30.    0.   30.   30.05 30.   30.    0.
 30.   30.   30.    0.    0.   30.    0.   30.   55.2   0.   30.25 58.75
 30.   30.   30.   30.   53.45  0.   31.4  30.   39.1  54.55  0.   30.55
 30.   30.   30.   52.2  30.   48.25 31.45  0.   30.   30.   30.   30.
  0.   54.35 53.6  48.35 30.    0.   30.   30.   30.   30.   30.05 53.9
 30.   30.   30.    0.   30.5  30.05 30.   58.55 30.3   0.   30.   30.
 30.   30.   30.   30.   30.35 30.   45.55 30.   35.75 52.95 30.    0.
 30.   30.    0.   46.55 41.65 30.5   0.   30.   30.   30.   30.   30.
 36.2  58.4  30.   30.   30.    0.   30.   30.   30.   30.05 30.    0.
 30.   30.    0.    0.   30.05 30.   36.7  30.   30.    0.   30.   30.
  0.    0.   31.25  0.   30.   30.    0.   30.   30.3  30.05 54.05 32.35
  0.   58.4  30.   30.6  30.   30.    0.    0.  ]"
